Name|Abstract|Label
Bonnie_Tyler|"Bonnie Tyler (born Gaynor Hopkins; 8 June 1951) is a Welsh singer known for her distinctive husky voice. Tyler came to prominence with the release of her 1977 album The World Starts Tonight and its singles ""Lost in France"" and ""More Than a Lover"". Her 1978 single ""It's a Heartache"" reached number four on the UK Singles Chart and number three on the US Billboard Hot 100.
In the 1980s Tyler ventured into rock music with songwriter and producer Jim Steinman. He wrote Tyler's biggest hit ""Total Eclipse of the Heart"" the lead single from her 1983 UK chart-topping album Faster Than the Speed of Night. Steinman also wrote Tyler's other major 1980s hit ""Holding Out for a Hero"". She had success in mainland Europe during the 1990s with Dieter Bohlen who wrote and produced her hit ""Bitterblue"". In 2003 Tyler re-recorded ""Total Eclipse of the Heart"" with singer Kareen Antonn. Their bilingual duet titled ""Si demain... (Turn Around)"" topped the French charts.
Rocks and Honey was released in 2013..."|0
Iolaus_shaba|"Iolaus shaba is a butterfly in the family Lycaenidae. It is found in the Democratic Republic of the Congo.Adults have been recorded in September.


== References... =="|0
Francesco_Zuccarelli|Giacomo Francesco Zuccarelli (commonly known as Francesco Zuccarelli Italian pronunciation: [franˈtʃesko ddzukkaˈrɛlli; ttsuk-]; 15 August 1702 – 30 December 1788) RA was an Italian artist of the late Baroque or Rococo period.  He is considered to be the most important landscape painter to have emerged from his adopted city of Venice during the mid-eighteenth century and his Arcadian views became popular throughout Europe and especially in England where he resided for two extended periods.  His patronage extended to the nobility and he often collaborated with other artists such as Antonio Visentini and Bernardo Bellotto. In 1768 Zuccarelli became a founding member of the Royal Academy of Arts and upon his final return to Italy he was elected president of the Venetian Academy. In addition to his rural landscapes which frequently incorporated religious and classical themes Zuccarelli created devotional pieces and on occasion did portraiture. Beside paintings his varied output included...|0
Shrike|"Shrikes () are carnivorous passerine birds of the family Laniidae. The family is composed of 33 species in four genera.
The family name and that of the largest genus Lanius is derived from the Latin word for ""butcher"" and some shrikes are also known as butcherbirds because of their feeding habits. The common English name shrike is from Old English scrīc alluding to the shrike's shriek-like call.


== Distribution migration and habitat ==
Most shrike species have a Eurasian and African distribution with just two breeding in North America (the loggerhead and northern shrikes). No members of this family occur in South America or Australia although one species reaches New Guinea. The shrikes vary in the extent of their ranges with some species such as the great grey shrike ranging across the Northern Hemisphere to the Newton's fiscal which is restricted to the island of São Tomé.They inhabit open habitats especially steppe and savannah. A few species of shrikes are forest dwellers..."|0
Battle_for_the_A-9_highway|"The Battle for the A-9 highway was fought in March and April 2000 for the control of the Sri Lankan A-9 highway.


== Background ==
The A-9 highway connected the Sri Lankan capital with the northern Jaffna peninsula. More importantly the Elephant Pass military base was the only land route for Jaffna. If the rebels were going to surround Elephant Pass they would have to take the north-south highway.


== Battle ==
On March 27 the Liberation Tigers of Tamil Eelam or Tamil Tigers (LTTE) attacked the north-south highway. LTTE rebels attacked a coastal army base with a combined land and amphibious assault. The navy shot up the LTTE flotilla of small boats but the ground attack continued. Heavy fighting continued into the night.
On March 28 the LTTE offensive was closing in on a four-base government complex. By next morning those bases fell. Several SLA tanks were also captured.
By March 30 the Tigers took another government base and managed to cut the A-9 highway. At this point thousands..."|1
Rineen_ambush|"The Rineen ambush was an ambush carried out by the Irish Republican Army (IRA) on 22 September 1920 during the Irish War of Independence. It took place at Drummin Hill in the townland of Drummin near the hamlet of Rineen (or Rinneen) County Clare.
The IRA's Mid-Clare Brigade attacked a Royal Irish Constabulary (RIC) lorry killing six officers. Shortly after the IRA volunteers were attacked by ten lorry-loads of British Army soldiers who had been sent as reinforcements. However they held off this attack long enough to flee the scene and sustained only two wounded.In reprisal for the ambush the RIC Auxiliaries and British military raided three local villages killed five civilians and burnt 16 houses and shops in the surrounding area.


== Background ==
The Volunteers in County Clare had been active since 1917 and by late 1920 had forced the RIC to abandon most of its small rural barracks in the county. This gave the IRA greater freedom to move in the countryside. In August 1920 the..."|1
Comanche–Mexico_Wars||1
Battle_of_Beicang|"The Battle of Beicang known also as the Battle of Peitsang was fought August 5 1900 during the Boxer Rebellion between the Eight Nation Alliance and the Chinese army. The Chinese army was forced out of its prepared entrenchments and retreated to Yangcun. The Japanese contingent led the Alliance attack; with contingents also being present from Russia Britain America and France.


== Background ==
The Boxer Rebellion was an anti-imperialist anti-foreign and anti-Christian uprising in China in 1899. The immediate background of the uprising included severe drought and disruption by the growth of foreign spheres of influence after the Sino-Japanese War of 1895. After several months of growing violence and murder in Shandong and the North China Plain against foreign and Christian presence in June 1900 Boxer fighters convinced they were invulnerable to foreign weapons converged on Beijing with the slogan ""Support the Qing government and exterminate the foreigners"".  The Chinese Empress..."|1
Saxon_Wars|The Saxon Wars were the campaigns and insurrections of the thirty-three years from 772 when Charlemagne first entered Saxony with the intent to conquer to 804 when the last rebellion of disaffected tribesmen was crushed. In all 18 campaigns were fought primarily in what is now northern Germany. They resulted in the incorporation of Saxony into the Frankish realm and their forcible conversion from Germanic paganism to Catholicism.The Saxons were divided into four subgroups in four regions. Nearest to the ancient Frankish kingdom of Austrasia was Westphalia and farthest was Eastphalia. In between the two kingdoms was that of Engria (or Engern) and north of the three at the base of the Jutland peninsula was Nordalbingia. Despite repeated setbacks the Saxons resisted steadfastly returning to raid Charlemagne's domains as soon as he turned his attention elsewhere. Their main leader Widukind was a resilient but unresourceful opponent and accepted a peace offering from Charlemagne...|1
Battle_of_Feyiase|"The Battle of Feyiase was the decisive battle in the struggle that led to the Ashanti Empire replacing Denkyira as the dominant power among the Twi-speaking Akan peoples.
Prior to this battle the Denkyirahene Ntim Gyakari thought he was doing well in the war having driven the Ashanti (Asante) forces from Adunku Abuontem and Aputuogya.  However this was all part of Osei Tutu's plan to ambush the Denkyira troops at Feyiase. The war was main between the Ashantis and Denkyiras 
At Feyiase the full force of the Asante war machine fell upon the Denkyiran army and they were routed.  Ntim Gyakari was killed by the people of Adunku from Asante Feyiase and Denkyira's hegemony was broken at Feyiase Akoyem. Feyiase Akoyem is now a part of Bosomtwe District which lies between Aputuogya and Esereso where the war ended.


== References... =="|1
Action_of_9_November_1822|"The Action of 9 November 1822 was a naval battle fought between the United States Navy schooner USS Alligator and a squadron of three pirate schooners off the coast of Cuba during the Navy's West Indies anti-piracy operation. Fifteen leagues from Matanzas Cuba a large band of pirates captured several vessels and held them for ransom. Upon hearing of the pirate attacks Alligator under Lieutenant William Howard Allen rushed to the scene to rescue the vessels and seize the pirates.
Upon arriving at the bay where the pirates were said to be Alligator dispatched boats to engage the enemy vessels as the water was too shallow for the warship to engage them directly. With Allen personally commanding one of the boats the Americans assaulted the schooner Revenge. Although the Navy was able to force the pirates into abandoning Revenge the buccaneers managed to fight their way out of the bay and inflict seven casualties. With their commander mortally wounded the boats ceased pursuit of the..."|1
Berber_Revolt|"The Great Berber Revolt of 739/740–743 AD (122–125 AH in the Muslim calendar) took place during the reign of the Umayyad Caliph Hisham ibn Abd al-Malik and marked the first successful secession from the Arab caliphate (ruled from Damascus). Fired up by Kharijite puritan preachers the Berber revolt against their Umayyad Arab rulers began in Tangiers in 740 and was led initially by Maysara al-Matghari. The revolt soon spread through the rest of the Maghreb (North Africa) and across the straits to al-Andalus.
The Umayyads scrambled and managed to prevent the core of Ifriqiya (Tunisia East-Algeria and West-Libya) and al-Andalus (Spain and Portugal) from falling into rebel hands. But the rest of the Maghreb was never recovered. After failing to capture the Umayyad provincial capital of Kairouan the Berber rebel armies dissolved and the western Maghreb fragmented into a series of small Berber statelets ruled by tribal chieftains and Kharijite imams. 
The Berber revolt was probably the largest..."|1
Celeste_Buckingham|"Celeste Rizvana Buckingham (born May 3 1995) is a Slovak singer and songwriter of Swiss-American origins. The former finalist of Česko Slovenská SuperStar (2011) Buckingham gained early recognition on the second season of the Czech and Slovak reality television series SuperStar co-produced for audiences of the two nations. Even though eliminated from the talent contest having placed tenth she promptly established herself as a self-supporting artist. Her first singles ""Blue Guitar"" and ""Nobody Knows"" each found a top-ten response on the component airplay chart in her home country and so did her first collaboration with Majk Spirit on ""Ja a ty"" recorded for the rapper's studio album Nový človek. Nevertheless her mainstream record followed the eventual release of her full-length debut entitled Don't Look Back (2012).Issued to favorable reviews on EMI Czech Republic the set experienced a moderate success commercially peaking at number thirty-seven on the Top 50 Prodejní. Unlike..."|0
Gothic_War_(535–554)||1
Battle_of_Alasay|"The Battle of  Alasay codenamed Operation Dinner Out was a military operation carried out by French troops of the Chasseurs Alpins's 27e Battalion and the Afghan National Army (ANA) 1st Kandak (battalion) between 14 and 23 March 2009. Marine Embedded Training Team 6-4 as well as other US units provided air support both with attack helicopters and A-10 and F-15E strike aircraft. The operation enabled the construction of two bases for the Afghan Army in the Alasay valley which had been guerrilla control since 2006.


== Context ==

The sector of Alasay valley in Kapisa Province had been under guerrilla control since 2006. The ISAF decided to regain control of the sector. Given the proximity of two ISAF bases near the village of Nijrab and in Tagab the French Groupement tactique interarmes de Kapisa (GTIA) harboured there was tasked with the mission.
The GTIA is composed of

the 27th chasseurs alpins Battalion (27 BCA)
elements of the 93rd Mountain Artillery Regiment (93 RAM)
elements..."|1
Frankel_(horse)|Frankel (foaled 11 February 2008) is a retired champion British Thoroughbred racehorse. Frankel was unbeaten in his fourteen-race career and was the highest-rated racehorse in the world from May 2011. In 2010 he defeated a field including subsequent Group 1 winners Nathaniel and Colour Vision on his debut before winning the Royal Lodge Stakes by ten lengths and the Dewhurst Stakes in which he defeated the Middle Park Stakes winner Dream Ahead. As a three-year-old he won the Classic 2000 Guineas by six lengths the St James's Palace Stakes at Royal Ascot defeated the outstanding older miler Canford Cliffs in the much-anticipated Sussex Stakes at Goodwood and won the Queen Elizabeth II Stakes at Ascot. Frankel extended his unbeaten record in 2012 by winning the Lockinge Stakes the Queen Anne Stakes and then the Sussex Stakes for a second time. In August he was moved up to a mile and a quarter for the first time and won the International Stakes at York. In October he won the Champion Stakes...|0
Al_Milgrom|"Allen L. Milgrom (born March 6 1950) is an American comic book writer penciller inker and editor primarily for Marvel Comics. He is known for his 10-year run as editor of Marvel Fanfare; his long involvement as writer penciler and inker on Peter Parker The Spectacular Spider-Man; his four-year tenure as West Coast Avengers penciller; and his long stint as the inker of X-Factor.


== Early life ==
Al Milgrom grew up in Detroit Michigan and graduated from the University of Michigan in 1972.


== Career ==

Milgrom started his comics career in 1972 as an assistant for inker Murphy Anderson. During that period Milgrom contributed to Charlton Comics' Many Ghosts of Doctor Graves Star*Reach and comics published by Warren Publishing and Atlas/Seaboard before joining with Marvel. Milgrom also worked as a ""Crusty Bunker"" for Neal Adams' Continuity Associates in 1977.At one point Milgrom lived in the same Queens apartment building as artists Walter Simonson Howard Chaykin and Bernie Wrightson..."|0
Battle_of_Rhunahaorine_Moss|"The Battle of Rhunahaorine Moss was a battle between Covenanters led by General David Leslie and Royalist forces led by Alasdair Mac Colla Chiotaich (Sir Alexander MacDonald) at Rhunahaorine Point Kintyre Scotland on 24 May 1647. The Covenanters defeated the Royalists.Largie Castle at Rhunahaorine home of the MacDonalds of Largie was razed by the forces of General David Leslie.


== Citations ==


== References... =="|1
Raid_at_Altenburg|"The raid at Altenburg on 28 September 1813 took place during the War of the Sixth Coalition's Allied autumn campaign in Saxony. The raid was carried out by the Streifkorp under the command of Saxon General Johann von Thielmann commanding seven regiments of Cossacks a squadron each of Saxon Hussars and Dragoons and a detachment of Saxon Freikorps numbering about 1500 cavalry. The objective of the raid was to attempt harassment of the French lines of communication 25 miles (45 km) south of Leipzig shortly before the Battle of Leipzig.
Thielmann completely surprised and routed a larger force of French cavalry including Cavalry of the Imperial Guard and a small force of 2nd Baden Infantry Regiment (Infanterie-Regiment No.2 ‘Markgraf Wilhelm’) nominally under the command of Lefebvre-Desnouettes numbering some 6500. The French completely surprised broke and fled from Altenburg losing a third of their number (2100) in the process running over the Baden infantry which was taken prisoner..."|1
Fergana_(moth)|"Fergana  is a genus of moths of the family Noctuidae.


== References ==
Natural History Museum Lepidoptera genus database..."|0
Glenn_Hughes|"Glenn Hughes (born 21 August 1951) is an English rock bassist and vocalist best known for playing bass and performing vocals for funk rock pioneers Trapeze the Mk. III and IV line-ups of Deep Purple as well as briefly fronting Black Sabbath in the mid-1980s. Hughes is also known by fans as ""The Voice of Rock"" due to his soulful and wide-ranging singing voice.In addition to being an active session musician Hughes also maintains a notable solo career. He currently fronts the supergroups Black Country Communion and The Dead Daisies and fronted California Breed from 2013 to 2015. On 8 April 2016 Hughes was inducted into the Rock and Roll Hall of Fame as a member of Deep Purple.


== Early life ==
Hughes was born in Cannock Staffordshire England on 21 August 1951. He fronted Finders Keepers in the 1960s as bassist/vocalist as well as the British funk rock band Trapeze. Hughes was recruited to replace Roger Glover as bassist in Deep Purple in 1973 though he considered himself more a vocalist..."|0
Battle_of_Magnano|"In the Battle of Magnano on 5 April 1799 an Austrian army commanded by Pál Kray defeated a French army led by Barthélemy Schérer. In subsequent battles the Austrians and their Russian allies drove the French out of nearly all of Italy. This action was fought during the War of the Second Coalition part of the French Revolutionary Wars.


== Background ==
After the Treaty of Campo Formio only Great Britain remained at war with the First French Republic. However a heavy-handed and acquisitive French foreign policy soon provoked Austria and Russia and led to the formation of the Second Coalition.In Switzerland hostilities between France and Austria began in early March 1799. In Germany the Austrians won the Battle of Stockach on 25 March. The next day fighting occurred along the Adige River between the opposing forces of General of Division Schérer and Feldmarschall-Leutnant Kray. In the Battle of Verona the French scored a success at Pastrengo and fought a drawn battle near Austrian..."|1
Melody_(Brazilian_singer)|"Gabriella Abreu Severino (born February 4 2007) also known as Melody (formerly MC Melody) is a Brazilian singer and songwriter. 


== Early life ==
According to her father Thiago Abreu (better known as MC Belinho) Gabriella dreamed of becoming a singer from a young age. Her father is a funk carioca singer. Her sister is two years older and is known as Bella Angel.


== Career ==


=== 2015: Fale de Mim and Falsete ===
Melody gained national notoriety in early 2015 after releasing a video on her Facebook page singing the song ""Falem de Mim"" a song written by her father MC Belinho. In a following video I tried to reproduce a falsetto of Christina Aguilera that became popular. Soon after he made another falsetto video this time with a friend of his father Deborah Moreira. 
Melody is considered one of the most influential Brazilian children of the internet.


=== 2016–2017: Melody ===
In 2016 Melody posted on her Facebook page that she would no longer do the falsetto and no parodies and that..."|0
Chowchilla|"The chowchilla (Orthonyx spaldingii) is a passerine bird in the family Orthonychidae.  It is endemic to Australia.


== Taxonomy ==
In their 1999 study Schodde and Mason recognise two adjoining subspecies O. s. spaldingii and O. s. melasmenus with a zone of intergradation.


== Description ==
Unmistakable thrush-like ground-dwelling birds.  Males and females largely dark brown with white eye-ring tail-feather shafts extend as spines beyond feather-vanes; males with white throat breast and belly; females with bright rufous throat and upper breast white lower breast and belly.


== Distribution and habitat ==
The chowchilla is restricted to upland and lowland tropical rainforests of north-eastern Queensland.


== Behaviour ==


=== Diet ===
Mainly invertebrates but also small vertebrates.


=== Voice ===
Continuous chattering singing and other complex vocalisations.


=== Breeding ===
Nests on or near ground often on ferns stumps or logs. Builds a bulky dome-shaped stick-nest with a clutch of one..."|0
Action_of_1_May_1781|"The Action of 1 May 1781 was a naval engagement nearly 210 miles off the Port of Brest in which HMS Canada a 74-gun third rate of the Royal Navy under Captain George Collier chased intercepted and captured the 40-gun Spanish frigate Santa Leocadia captained by Don Francisco de Wenthuisen.


== Battle ==
On 30 April the 74-gun ship HMS Canada Captain Sir George Collier having been detached by Vice-Admiral George Darby commander-in-chief of the Channel Fleet to watch the port of Brest discovered a squadron of small ships. The squadron dispersed on her approach upon which Canada chased the largest the Santa Leocadia. After a pursuit of 210 miles (340 km) the Canada overtook the Santa Leocadia on the morning of 1 May.
After a running fight which lasted up to an hour and a half and in heavy seas which prevented the Canada from opening her lower deck ports the frigate surrendered. She had suffered heavy casualties with 80 men killed and 106 wounded (nearly half her complement)..."|1
Action_of_14_September_1779|The Action of 14 September 1779 was a minor naval engagement that occurred on 14 September 1779 off the Azores between the Royal Navy frigate HMS Pearl under the command of George Montagu and the Spanish Navy frigate Santa Mónica under the command of Miguel de Nunes with the Pearl capturing the Santa Mónica after a brief engagement. The battle was an episode during the American Revolutionary War where American rebels under the overall command of George Washington launched a revolution against the British government based on perceived grievances. Spain having been handed a humiliating defeat during the Seven Years' War by the British was eager to enter the war on the side of the Americans to regain the territories they had lost such as Florida Menorca and Gibraltar. British and Spanish naval forces engaged each other several times during the war as the conflict spilled over into Europe with the Spanish laying siege to Gibraltar.In September 1779 three years into the war George...|1
Trama_(genus)|"Trama is a genus of aphids in the order Hemiptera. They are noted for their lack of sexual reproduction.


== Species ==
Trama afghanica Narzikulov 1973
Trama antennata Mordvilko 1935
Trama baronii Hille Ris Lambers 1969
Trama bazarovi Narzikulov 1966
Trama caudata Del Guercio 1909
Trama centaureae Börner 1940
Trama eastopi Heinze 1962
Trama euphorbiae Juchnevitch & Kan 1971
Trama formicella Theobald 1929
Trama helianthemi Westwood 1843 originally Rhizobius helianthemi
Trama kulinitschae Narzikulov 1969
Trama maritima Eastop 1953
Trama mordwilkoi or Trama mordvilkoi Börner 1940
Trama muchinae Kan & Folk 1986
Trama narzykulovi or Trama narzikulovi Kan 1962 reclassified as Protrama narzykulovi
Trama nigrarta Zhang Chen Zhong & Li 1999)
Trama pamirica Narzikulov 1963 reclassified as Protrama pamirica
Trama penecaeca Stroyan 1964 reclassified as Protrama penecaeca
Trama rara Mordvilko 1908
Trama taraxaci Shinji 1930
Trama troglodytes von Heyden 1837


== References ==
Eastop..."|0
Brian_Smith_(Canadian_musician)|"Brian William Smith (born March 26 1949) is a British–Canadian guitarist known for being a founding member of the rock band Trooper.He was born in London and emigrated to Canada in 1951.
Smith began performing on the guitar before he was fifteen years old. Some of his first gigs were playing with Don Geppert and Anne Attenborough in a band that played Hawaiian music. By the age of 16 he was playing guitar almost professionally. He graduated from Vancouver City College with a degree in Arts and Merchandising but his love of music led him along another route. He is known as a guitarist and also as a co-writer of more than 100 songs many of which have become hits.Smith has performed with Trooper along with Ra McGuire since 1975 when their first album was released to the present day. He currently resides in Langley BC.At the 1999 SOCAN Awards Smith and songwriting partner Ra McGuire received SOCAN Classic Awards for ""We're Here for a Good Time"" and ""Santa Maria"" presented for songs..."|0
Steve_Soto|"Steve Soto  (August 23 1963 – June 27 2018) was an American musician. Soto was a multi-talented instrumentalist  a founding member of California punk rock band Agent Orange in 1979 and a founding member of Adolescents in 1980 performing on bass guitar in both bands. Soto was also a member of Legal Weapon Joyride Manic Hispanic and the punk supergroup 22 Jacks. Soto fronted his own band Steve Soto and the Twisted Hearts and he also became a member of Punk Rock Karaoke in 2001.


== Agent Orange (1979) ==
Soto was a founding member of the Placentia California punk band in 1979. They were one of the first groups to mix punk rock with surf music. Soto left the band after one year to form Adolescents.


== Adolescents (1980–81 1986–89 2001–2018) ==
Adolescents were formed in Fullerton California in 1980 and were one of main punk acts to emerge from Orange County along with their peers in Agent Orange and Social Distortion. The band's debut album 1981's Adolescents (also known as the..."|0
Operation_Linebacker|"Operation Linebacker was the codename of a U.S. Seventh Air Force and U.S. Navy Task Force 77 air interdiction campaign conducted against the North Vietnam from 9 May to 23 October 1972 during the Vietnam War.
Its purpose was to halt or slow the transportation of supplies and materials for the Nguyen Hue Offensive (known in the West as the Easter Offensive) an invasion of the South Vietnam by forces of the People's Army of Vietnam (PAVN) that had been launched on 30 March. Linebacker was the first continuous bombing effort conducted against North Vietnam since the end of Operation Rolling Thunder in November 1968.


== Nguyen Hue Offensive ==

At midday on 30 March 1972 30000 PAVN troops supported by regiments of tanks and artillery rolled southward across the Demilitarized Zone (DMZ) that separated the two Vietnams. This three-division force caught the Army of the Republic of Vietnam (ARVN) and their American allies unprepared. The PAVN force struck the defensive positions of the ARVN..."|1
Battle_of_Pagastin|"Battle of Pagastin was a medieval battle fought between the Teutonic Knights and Prussians in 1271 during the Great Prussian Uprising (1260–1274). Pagan Prussians rose against their conquerors who tried to convert them to Christianity after Lithuanians and Samogitians defeated the joint forces of the Teutonic Knights and the Livonian Order in the Battle of Durbe in 1260. The first years of the uprising were successful for the Prussians but the Knights received reinforcements from Western Europe and were gaining the upper-hand in the conflict.
The Prussians launched raids against the Chełmno Land where the Knights first established themselves in late 1220s. The apparent aim of these raids were to force the Knights to devote as many troops in defense of Chełmno as possible so that they could not organize raids deep into Prussian territory. As other clans became preoccupied fending off Teutonic attacks from their forts only Diwanus and his Bartians were able to continue the war in the..."|1
Bob_Stroger|"Bob Stroger (born December 27 1930) is an American electric blues bass guitarist singer and songwriter. He has worked with many blues musicians including Eddie King Otis Rush Jimmy Rogers Eddie Taylor Eddy Clearwater Sunnyland Slim Louisiana Red Buster Benton Homesick James Mississippi Heat Snooky Pryor Odie Payne Fred Below Willie ""Big Eyes"" Smith and Billy Davenport.In 2011 and 2013 Stroger was granted a Blues Music Award as Best Blues Bassist.


== Life and career ==
Stroger was born on a farm outside of Hayti Missouri. In 1955 at the age of 16 he relocated with his family to Chicago Illinois. His family settled on the West Side in an apartment in back of Silvio's nightclub. Stroger was inspired by the sights and sounds from the club. He was further encouraged to try for a career in music after being employed driving his brother-in-law to play in a blues band with J. B. Hutto. A self-taught guitarist he formed a family-based band the Red Tops (the band members..."|0
Ebo_(spider)|"Ebo is a genus of running crab spiders that was first described by Eugen von Keyserling in 1884.


== Species ==
As of June 2019 it contains thirteen species found only in North America Asia and Argentina:
Ebo bharatae Tikader 1965 – India (mainland Andaman Is.)
Ebo bucklei Platnick 1972 – Canada
Ebo carmineus Mello-Leitão 1944 – Argentina
Ebo contrastus Sauer & Platnick 1972 – USA
Ebo distinctivus Lyakhov 1992 – Kazakhstan Russia (South Siberia)
Ebo evansae Sauer & Platnick 1972 – USA Mexico
Ebo fuscus Mello-Leitão 1943 – Argentina
Ebo iviei Sauer & Platnick 1972 – USA Canada
Ebo latithorax Keyserling 1884 (type) – USA Canada
Ebo meridionalis Mello-Leitão 1942 – Argentina
Ebo merkeli Schick 1965 – USA
Ebo pepinensis Gertsch 1933 – USA Canada
Ebo punctatus Sauer & Platnick 1972 – USA


== See also ==
List of Philodromidae species


== References... =="|0
Action_of_April_3,_1836|"The Battle of Matamoros was a naval engagement during the Texas Revolution on April 3 1836 between the brig Montezuma of the Mexican Navy and the schooner Invincible of the Texas Navy. The Mexican ship was outmaneuvered and repeatedly hit before running aground and being abandoned.  The Port of Matamoros also known as Los Brazos de Santiago was the Mexican army's primary resupply base for the operations of General Santa Anna who was finally defeated on April 21 1836 outside Houston at the battle of San Jacinto.


== Background ==
The Invincible was purchased by the Texan government then in rebellion because the Texans were disturbed by the appearance of Mexican naval raiders along the Gulf Coast. Captain Jeremiah Brown was given command of the Invincible on March 12 1836 in Galveston.
Captain Brown was tasked with defending the Texas coast and neutralizing the Mexican brig Montezuma. The Invincible cruised south to the mouth of the Rio Grande where on April 3 1836 she encountered..."|1
Egon_Schiele|"Egon Schiele (German: [ˈʃiːlə] (listen); 12 June 1890 – 31 October 1918) was an Austrian painter. A protégé of Gustav Klimt Schiele was a major figurative painter of the early 20th century. His work is noted for its intensity and its raw sexuality and the many self-portraits the artist produced including nude self-portraits. The twisted body shapes and the expressive line that characterize Schiele's paintings and drawings mark the artist as an early exponent of Expressionism.


== Biography ==


=== Early life ===

Schiele was born in 1890 in Tulln Lower Austria. His father Adolf Schiele the station master of the Tulln station in the Austrian State Railways was born in 1851 in Vienna to Karl Ludwig Schiele a German from Ballenstedt and Aloisia Schimak; Egon Schiele's mother Marie née Soukup was born in 1861 in Český Krumlov (Krumau) to Johann Franz Soukup a Czech father from Mirkovice and Aloisia Poferl a German Bohemian mother from Český Krumlov. As a child Schiele was fascinated..."|0
Campaign_to_Suppress_Bandits_in_Western_Hunan|"Campaign to Suppress Bandits in Western Hunan was a counter-guerrilla / counterinsurgency campaign the communists fought against the Kuomintang guerrilla left behind after the nationalist regime withdrew from mainland China.  The campaign was fought during the Chinese Civil War in the post-World War II era in western Hunan Province and resulted in a PLA victory.  This campaign was part of Campaign to Suppress Bandits in Central and Southern China.


== Prelude ==
After most part of Hunan had fallen into communist hands the surviving nationalist troops joined bandits in the period from June 1950 – September 1950 in western Hunan to continue their anticommunist struggles and reorganized into the Anticommunist National Salvation Army totaling more than 23000 troops controlling regions with more than a million population.
After communists secured central Hunan they turned their attention to western Hunan and begun to plan the complete eradication of bandits in the region.  A total of more..."|1
Capture_of_Baghdad_(1638)|"Recapture of Baghdad refers to the second conquest of the city by the Ottoman Empire as a part of the Ottoman-Safavid War of 1623-1639.


== Background ==

Baghdad once the capital of Arab Abbasid Caliphate was one of the most important cities of the medieval Muslim World. 
In the second half of the Medieval age the Turkic dynasties (Seljuks Kara Koyunlu Ak Koyunlu) and others tried to gain control over this prestigious city. 
From 1508 till 1534 it was ruled by the emerging Safavid dynasty of Iran between that time led by shah Ismail I and shah Tahmasp I respectively. In 1534 the Ottoman sultan Süleyman I (Turkish: Birinci Süleyman) captured the city without any serious combat during the Ottoman–Safavid War (1532–55) which was confirmed in the resulting Peace of Amasya. However 90 years later it was recaptured by Abbas I of Persia.
Attempts of several Ottoman commanders (Turkish: serdar) to retake the city following 1624 were fruitless. In 1638 Ottoman Sultan Murad IV (Suleyman..."|1
Mago_(spider)|"Mago is a genus of Ecuadorian jumping spiders that was first described by Octavius Pickard-Cambridge in 1882. As of July 2019 it contains only two species found only in Ecuador: M. brimodes and M. intentus.


== References... =="|0
Battle_of_Seminara_(1503)|"The Battle of Seminara of 1503 took place on 21 April 1503 near Seminara and Gioia Tauro Calabria between the French troops under the command of Bérault Stuart d'Aubigny and the Spanish troops commanded by Don Fernando de Andrade during the Second Italian War.


== Background ==
In November 1500 both Louis XII of France and Ferdinand II of Aragon signed the Treaty of Granada still under Frederick IV of Naples´s rule in which they agreed to share the Kingdom of Naples equally.
In 1501 the French army under Bérault Stuart d'Aubigny penetrated into Naples from the North while the Spanish army commanded by Don Gonzalo Fernández de Córdoba occupied the southern part. Frederick IV was overthrown and his kingdom divided between the two occupying forces as stipulated in the treaty. There were soon signs of dissent growing between the Spanish and the French for the possession for the area that divided their territories and by June 1502 armed conflict broke out between them.
The more numerous..."|1
Battle_of_Bakenlaagte|"The Battle of Bakenlaagte occurred on 30 October 1901 during the guerrilla phase of Anglo-Boer war of 1899–1902. The battle saw the Eastern Transvaal Boer commandos of Generals Grobler Brits Viljoen and Louis Botha attack the rear guard of Colonel Benson's much feared No. 3 Flying Column while it was in marching formation to its base camp.


== Battle ==
Lieutenant Colonel George Elliott Benson's British No. 3 flying column comprising 2000 men specialised in night raids that were terrorising Boer Commandos on the highveld it had become so successful that General Botha ordered all available Boer forces to accumulate at Bakenlaagte so as to attack Benson.
The No. 3 Flying Column was marching back to a refit station after performing farm clearing operations. Rainy and misty weather had reduced visibility and made the going difficult which caused the marching British column to become spread out into clusters of troops. The column force became further extended when Benson began to deploy..."|1
Adela_(moth)|"Adela is a genus of the fairy longhorn moth family (Adelidae). Among these it belongs to subfamily Adelinae.


== Species ==


== External links ==
 Media related to Adela at Wikimedia Commons
Adela at funet..."|0
2009_Kokang_incident|"The Kokang incident was a violent series of skirmishes that broke out in August 2009 in Kokang in Myanmar's northern Shan State. Several clashes between the Burmese military junta forces (including the Myanmar Armed Forces also known as Tatmadaw and the Myanmar Police Force) and ethnic minorities took place. As a result of the conflict the MNDAA lost control of the area and as many as 30000 refugees fled to Yunnan province in neighbouring China.


== Background ==

The civil war in Burma (later Myanmar) began when the first shots were fired by the Communist Party of Burma (CPB) in April 1948 in the small village of Paukkongyi in the Pegu District (present-day Bago Region). Since the late 1960s Kokang was under control by some warlords the first of them were the Communists and later the Kokang nationalists. In March 1989 a group made by Phone Kyar Shin was formed as a splinter group from the CPB called the Myanmar National Democratic Alliance Army (MNDAA). The rebels in Kokang made soon..."|1
MKS_28||1
